期間,日経平均,TOPIX,東証2部総合,東証マザーズ,JASDAQ,株式コード,上場コード,銘柄名称,時価総額（発行済み株式数ベース）,決算月,発行済み株式数（権利落ベース）,日経平均採用区分,日経３００採用区分,日経５００採用区分,東証：上場日,ジャスダック：上場日,株式分割：発生フラグ,株式分割：確定日,株式分割：比率,株式併合：発生フラグ,株式併合：割当率：親株比率,株式併合：割当率：子株比率,株式併合：確定日,有償増資：発生フラグ,有償増資：割当率：親株比率,有償増資：割当率：子株比率,有償増資：割当日,有償増資：払込期日,無償増資：発生フラグ,無償増資：割当率：親株比率,無償増資：割当率：子株比率,無償増資：割当日,無償増資：割当率,減資：発生フラグ,減資：割当率：親株比率,減資：割当率：子株比率,減資：確定日,減資：割当率,直近配当額
2016/12,19114.37,1518.61,5229.9,942.68,122.71,9360,012,鈴与シンワート,2400000000,3,15000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,2.5
2017/01,19041.34,1521.67,5428.37,993.84,127.72,9360,012,鈴与シンワート,2790000000,3,15000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,2.5
2017/02,19118.99,1535.32,5675.34,1059.31,132.48,9360,012,鈴与シンワート,2730000000,3,15000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,2.5
2017/03,18909.26,1512.6,5996.16,1070.89,133.41,9360,012,鈴与シンワート,2670000000,3,15000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,2.5
2017/04,19196.74,1531.8,5753.31,1030.46,131.63,9360,012,鈴与シンワート,2610000000,3,15000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,0,0,,,2.5
2017/05,19650.57,1568.37,5960.52,1104.81,140.42,9360,012,鈴与シンワート,2625000000,3,15000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,5,1,20170930,0.2,2.5
2017/06,20033.43,1611.9,6141.51,1181.74,145.12,9360,012,鈴与シンワート,2610000000,3,15000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,5,1,20170930,0.2,2.5
2017/07,19925.18,1618.61,6248.17,1154.52,149.8,9360,012,鈴与シンワート,3015000000,3,15000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,5,1,20170930,0.2,12.5
2017/08,19646.24,1617.41,6555.66,1100.8,154.41,9360,012,鈴与シンワート,2880000000,3,15000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,5,1,20170930,0.2,12.5
2017/09,20356.28,1674.75,6724.57,1093.1,160.45,9360,012,鈴与シンワート,2682000000,3,3000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,1,5,1,20170930,0.2,12.5
2017/10,22011.61,1765.96,6952.85,1134.03,164.75,9360,012,鈴与シンワート,2676000000,3,3000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,5,1,20170930,0.2,12.5
2017/11,22724.96,1792.08,6796.66,1167.2,172.23,9360,012,鈴与シンワート,2541000000,3,3000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,5,1,20170930,0.2,12.5
2017/12,22764.94,1817.56,7275.86,1231.99,175.21,9360,012,鈴与シンワート,2478000000,3,3000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,5,1,20170930,0.2,12.5
2018/01,23098.29,1836.71,7565.99,1313.38,187.8,9360,012,鈴与シンワート,2499000000,3,3000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,5,1,20170930,0.2,12.5
2018/02,22068.24,1768.24,7420.37,1239.13,182.26,9360,012,鈴与シンワート,2412000000,3,3000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,5,1,20170930,0.2,12.5
2018/03,21454.3,1716.3,7213.64,1206.24,176.94,9360,012,鈴与シンワート,2325000000,3,3000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,5,1,20170930,0.2,12.5
2018/04,22467.87,1777.23,7045.08,1142.07,173.75,9360,012,鈴与シンワート,2367000000,3,3000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,5,1,20170930,0.2,12.5
2018/05,22201.82,1747.45,7256.58,1135.26,175.98,9360,012,鈴与シンワート,2364000000,3,3000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,5,1,20170930,0.2,12.5
2018/06,22304.51,1730.89,7347.82,1090.3,171.1,9360,012,鈴与シンワート,2361000000,3,3000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,5,1,20170930,0.2,12.5
2018/07,22553.72,1753.29,7363.67,1039.29,167.47,9360,012,鈴与シンワート,2442000000,3,3000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,5,1,20170930,0.2,12.5
2018/08,22865.15,1735.35,7261.48,1049.13,167.74,9360,012,鈴与シンワート,2367000000,3,3000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,5,1,20170930,0.2,12.5
2018/09,24120.04,1817.25,7358.34,1077.55,167.13,9360,012,鈴与シンワート,2307000000,3,3000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,5,1,20170930,0.2,12.5
2018/10,21920.46,1646.12,7024.98,907.56,155.29,9360,012,鈴与シンワート,2175000000,3,3000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,5,1,20170930,0.2,12.5
2018/11,22351.06,1667.45,7105.24,1011.43,156.55,9360,012,鈴与シンワート,2085000000,3,3000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,5,1,20170930,0.2,12.5
2018/12,20014.77,1494.09,6233.61,812.32,136.69,9360,012,鈴与シンワート,1698000000,3,3000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,5,1,20170930,0.2,12.5
2019/01,20773.49,1567.49,6676.45,897.9,145.09,9360,012,鈴与シンワート,1803000000,3,3000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,5,1,20170930,0.2,12.5
2019/02,21385.16,1607.66,6831.86,918.18,151.98,9360,012,鈴与シンワート,1803000000,3,3000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,5,1,20170930,0.2,12.5
2019/03,21205.81,1591.64,6776.21,955.84,153.05,9360,012,鈴与シンワート,1836000000,3,3000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,5,1,20170930,0.2,12.5
2019/04,22258.73,1617.93,6911.33,944.63,153.84,9360,012,鈴与シンワート,1860000000,3,3000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,5,1,20170930,0.2,12.5
2019/05,20601.19,1512.28,6554.72,904.19,145.16,9360,012,鈴与シンワート,1920000000,3,3000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,5,1,20170930,0.2,12.5
2019/06,21275.92,1551.14,6585.4,894.45,147.6,9360,012,鈴与シンワート,2025000000,3,3000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,5,1,20170930,0.2,12.5
2019/07,21521.53,1565.14,6724.34,904.92,151.44,9360,012,鈴与シンワート,2142000000,3,3000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,5,1,20170930,0.2,12.5
2019/08,20704.37,1511.86,6353.48,841.19,146.13,9360,012,鈴与シンワート,2130000000,3,3000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,5,1,20170930,0.2,12.5
2019/09,21755.84,1587.8,6445.89,876.0,153.82,9360,012,鈴与シンワート,2109000000,3,3000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,5,1,20170930,0.2,12.5
2019/10,22927.04,1667.01,6847.88,873.98,159.67,9360,012,鈴与シンワート,2073000000,3,3000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,5,1,20170930,0.2,12.5
2019/11,23293.91,1699.36,7229.1,915.14,167.74,9360,012,鈴与シンワート,2070000000,3,3000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,5,1,20170930,0.2,12.5
2019/12,23656.62,1721.36,7265.29,897.47,174.09,9360,012,鈴与シンワート,2130000000,3,3000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,5,1,20170930,0.2,12.5
2020/01,23205.18,1684.44,7078.46,823.37,169.1,9360,012,鈴与シンワート,2223000000,3,3000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,5,1,20170930,0.2,12.5
2020/02,21142.96,1510.87,6053.61,700.63,144.95,9360,012,鈴与シンワート,1920000000,3,3000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,5,1,20170930,0.2,12.5
2020/03,18917.01,1403.04,5223.65,620.09,133.43,9360,012,鈴与シンワート,2178000000,3,3000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,5,1,20170930,0.2,12.5
2020/04,20193.69,1464.03,5674.98,791.44,145.36,9360,012,鈴与シンワート,2220000000,3,3000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,5,1,20170930,0.2,12.5
2020/05,21877.89,1563.67,6146.25,982.43,160.8,9360,012,鈴与シンワート,2475000000,3,3000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,5,1,20170930,0.2,12.5
2020/06,22288.14,1558.77,6590.39,1012.11,162.86,9360,012,鈴与シンワート,3201000000,3,3000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,5,1,20170930,0.2,12.5
2020/07,21710.0,1496.06,6226.32,958.23,159.03,9360,012,鈴与シンワート,2697000000,3,3000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,5,1,20170930,0.2,12.5
2020/08,23139.76,1618.18,6379.87,1121.64,166.6,9360,012,鈴与シンワート,2889000000,3,3000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,5,1,20170930,0.2,12.5
2020/09,23185.12,1625.49,6216.86,1226.58,172.09,9360,012,鈴与シンワート,13230000000,3,3000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,5,1,20170930,0.2,12.5
2020/10,22977.13,1579.33,6090.14,1171.25,169.54,9360,012,鈴与シンワート,6939000000,3,3000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,5,1,20170930,0.2,12.5
2020/11,26433.62,1754.92,6502.23,1232.4,177.9,9360,012,鈴与シンワート,6879000000,3,3000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,5,1,20170930,0.2,12.5
2020/12,27444.17,1804.68,6570.91,1196.49,181.64,9360,012,鈴与シンワート,6543000000,3,3000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,5,1,20170930,0.2,12.5
2021/01,27663.39,1808.78,7016.99,1208.96,181.34,9360,012,鈴与シンワート,6237000000,3,3000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,5,1,20170930,0.2,12.5
2021/02,28966.01,1864.49,7324.54,1214.09,184.53,9360,012,鈴与シンワート,7014000000,3,3000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,5,1,20170930,0.2,12.5
2021/03,29178.8,1954.0,7496.37,1203.28,189.08,9360,012,鈴与シンワート,6135000000,3,3000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,5,1,20170930,0.2,12.5
2021/04,28812.63,1898.24,7453.8,1201.77,185.37,9360,012,鈴与シンワート,6150000000,3,3000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,5,1,20170930,0.2,12.5
2021/05,28860.08,1922.98,7458.27,1150.06,182.74,9360,012,鈴与シンワート,5913000000,3,3000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,5,1,20170930,0.2,25
2021/06,28791.53,1943.57,7675.6,1207.46,187.63,9360,012,鈴与シンワート,5763000000,3,3000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,5,1,20170930,0.2,25
2021/07,27283.59,1901.08,7678.15,1085.34,185.39,9360,012,鈴与シンワート,4812000000,3,3000000,,,,,,,,,,0,0,,,0,0,,,,0,0,,,,5,1,20170930,0.2,12.5
2016/01,17518.3,1432.07,4482.16,831.34,108.93,9433,011,ＫＤＤＩ,8094199526400,3,2690890800,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,30
2016/02,16026.76,1297.85,4216.15,838.67,103.37,9433,011,ＫＤＤＩ,7744383722400,3,2690890800,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,30
2016/03,16758.67,1347.2,4381.42,1020.8,110.02,9433,011,ＫＤＤＩ,8088817744800,3,2690890800,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,30
2016/04,16666.05,1340.55,4292.72,1131.56,108.86,9433,011,ＫＤＤＩ,8527432945200,3,2690890800,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,30
2016/05,17234.98,1379.8,4393.47,1144.64,113.88,9433,011,ＫＤＤＩ,8482539909909,3,2620494257,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,35
2016/06,15575.92,1245.82,4136.33,1009.48,109.32,9433,011,ＫＤＤＩ,8157598622041,3,2620494257,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,40
2016/07,16569.27,1322.74,4259.21,920.4,112.23,9433,011,ＫＤＤＩ,8241454438265,3,2620494257,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,40
2016/08,16887.4,1329.54,4377.05,903.91,110.87,9433,011,ＫＤＤＩ,7955820564252,3,2620494257,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,40
2016/09,16449.84,1322.78,4426.12,948.17,113.4,9433,011,ＫＤＤＩ,8162839610555,3,2620494257,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,40
2016/10,17425.02,1393.02,4665.76,936.23,116.95,9433,011,ＫＤＤＩ,8364617668344,3,2620494257,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,40
2016/11,18308.48,1469.43,4842.05,922.48,119.87,9433,011,ＫＤＤＩ,7858862276743,3,2620494257,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,40
2016/12,19114.37,1518.61,5229.9,942.68,122.71,9433,011,ＫＤＤＩ,7756663000720,3,2620494257,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,40
2017/01,19041.34,1521.67,5428.37,993.84,127.72,9433,011,ＫＤＤＩ,7940097598710,3,2620494257,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,40
2017/02,19118.99,1535.32,5675.34,1059.31,132.48,9433,011,ＫＤＤＩ,7701632621323,3,2620494257,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,45
2017/03,18909.26,1512.6,5996.16,1070.89,133.41,9433,011,ＫＤＤＩ,7657084218954,3,2620494257,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,45
2017/04,19196.74,1531.8,5753.31,1030.46,131.63,9433,011,ＫＤＤＩ,7746181023692,3,2620494257,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,45
2017/05,19650.57,1568.37,5960.52,1104.81,140.42,9433,011,ＫＤＤＩ,7932396667650,3,2587213525,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,45
2017/06,20033.43,1611.9,6141.51,1181.74,145.12,9433,011,ＫＤＤＩ,7696960236875,3,2587213525,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,45
2017/07,19925.18,1618.61,6248.17,1154.52,149.8,9433,011,ＫＤＤＩ,7554663493000,3,2587213525,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,45
2017/08,19646.24,1617.41,6555.66,1100.8,154.41,9433,011,ＫＤＤＩ,7676262528675,3,2587213525,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,45
2017/09,20356.28,1674.75,6724.57,1093.1,160.45,9433,011,ＫＤＤＩ,7676262528675,3,2587213525,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,45
2017/10,22011.61,1765.96,6952.85,1134.03,164.75,9433,011,ＫＤＤＩ,7823733699600,3,2587213525,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,45
2017/11,22724.96,1792.08,6796.66,1167.2,172.23,9433,011,ＫＤＤＩ,8317891482875,3,2587213525,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,45
2017/12,22764.94,1817.56,7275.86,1231.99,175.21,9433,011,ＫＤＤＩ,7257133937625,3,2587213525,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,45
2018/01,23098.29,1836.71,7565.99,1313.38,187.8,9433,011,ＫＤＤＩ,7122598834325,3,2587213525,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,45
2018/02,22068.24,1768.24,7420.37,1239.13,182.26,9433,011,ＫＤＤＩ,6819894851900,3,2587213525,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,45
2018/03,21454.3,1716.3,7213.64,1206.24,176.94,9433,011,ＫＤＤＩ,7029459147425,3,2587213525,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,45
2018/04,22467.87,1777.23,7045.08,1142.07,173.75,9433,011,ＫＤＤＩ,7598646122925,3,2587213525,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,45
2018/05,22201.82,1747.45,7256.58,1135.26,175.98,9433,011,ＫＤＤＩ,7459285094970,3,2532004445,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,45
2018/06,22304.51,1730.89,7347.82,1090.3,171.1,9433,011,ＫＤＤＩ,7674505472795,3,2532004445,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,50
2018/07,22553.72,1753.29,7363.67,1039.29,167.47,9433,011,ＫＤＤＩ,7882129837285,3,2532004445,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,50
2018/08,22865.15,1735.35,7261.48,1049.13,167.74,9433,011,ＫＤＤＩ,7446625072745,3,2532004445,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,50
2018/09,24120.04,1817.25,7358.34,1077.55,167.13,9433,011,ＫＤＤＩ,7947961952855,3,2532004445,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,50
2018/10,21920.46,1646.12,7024.98,907.56,155.29,9433,011,ＫＤＤＩ,7127592512675,3,2532004445,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,50
2018/11,22351.06,1667.45,7105.24,1011.43,156.55,9433,011,ＫＤＤＩ,6745259841480,3,2532004445,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,50
2018/12,20014.77,1494.09,6233.61,812.32,136.69,9433,011,ＫＤＤＩ,6643979663680,3,2532004445,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,50
2019/01,20773.49,1567.49,6676.45,897.9,145.09,9433,011,ＫＤＤＩ,6894648103735,3,2532004445,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,50
2019/02,21385.16,1607.66,6831.86,918.18,151.98,9433,011,ＫＤＤＩ,6808559952605,3,2532004445,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,50
2019/03,21205.81,1591.64,6776.21,955.84,153.05,9433,011,ＫＤＤＩ,6038830601325,3,2532004445,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,50
2019/04,22258.73,1617.93,6911.33,944.63,153.84,9433,011,ＫＤＤＩ,6433823294745,3,2532004445,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,50
2019/05,20601.19,1512.28,6554.72,904.19,145.16,9433,011,ＫＤＤＩ,6569136970400,3,2355373600,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,55
2019/06,21275.92,1551.14,6585.4,894.45,147.6,9433,011,ＫＤＤＩ,6463145158400,3,2355373600,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,55
2019/07,21521.53,1565.14,6724.34,904.92,151.44,9433,011,ＫＤＤＩ,6722236254400,3,2355373600,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,55
2019/08,20704.37,1511.86,6353.48,841.19,146.13,9433,011,ＫＤＤＩ,6677484156000,3,2355373600,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,55
2019/09,21755.84,1587.8,6445.89,876.0,153.82,9433,011,ＫＤＤＩ,6653930420000,3,2355373600,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,55
2019/10,22927.04,1667.01,6847.88,873.98,159.67,9433,011,ＫＤＤＩ,7063765426400,3,2355373600,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,55
2019/11,23293.91,1699.36,7229.1,915.14,167.74,9433,011,ＫＤＤＩ,7393517730400,3,2355373600,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,55
2019/12,23656.62,1721.36,7265.29,897.47,174.09,9433,011,ＫＤＤＩ,7662030320800,3,2355373600,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,55
2020/01,23205.18,1684.44,7078.46,823.37,169.1,9433,011,ＫＤＤＩ,7704427045600,3,2355373600,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,55
2020/02,21142.96,1510.87,6053.61,700.63,144.95,9433,011,ＫＤＤＩ,7202732468800,3,2355373600,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,60
2020/03,18917.01,1403.04,5223.65,620.09,133.43,9433,011,ＫＤＤＩ,7513641784000,3,2355373600,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,60
2020/04,20193.69,1464.03,5674.98,791.44,145.36,9433,011,ＫＤＤＩ,7322856522400,3,2355373600,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,60
2020/05,21877.89,1563.67,6146.25,982.43,160.8,9433,011,ＫＤＤＩ,7225907068800,3,2304179550,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,60
2020/06,22288.14,1558.77,6590.39,1012.11,162.86,9433,011,ＫＤＤＩ,7451716664700,3,2304179550,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,60
2020/07,21710.0,1496.06,6226.32,958.23,159.03,9433,011,ＫＤＤＩ,7509321153450,3,2304179550,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,60
2020/08,23139.76,1618.18,6379.87,1121.64,166.6,9433,011,ＫＤＤＩ,7092264654900,3,2304179550,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,60
2020/09,23185.12,1625.49,6216.86,1226.58,172.09,9433,011,ＫＤＤＩ,6119900884800,3,2304179550,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,60
2020/10,22977.13,1579.33,6090.14,1171.25,169.54,9433,011,ＫＤＤＩ,6435573483150,3,2304179550,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,60
2020/11,26433.62,1754.92,6502.23,1232.4,177.9,9433,011,ＫＤＤＩ,6873367597650,3,2304179550,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,60
2020/12,27444.17,1804.68,6570.91,1196.49,181.64,9433,011,ＫＤＤＩ,7064614500300,3,2304179550,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,60
2021/01,27663.39,1808.78,7016.99,1208.96,181.34,9433,011,ＫＤＤＩ,7094568834450,3,2304179550,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,60
2021/02,28966.01,1864.49,7324.54,1214.09,184.53,9433,011,ＫＤＤＩ,7580750719500,3,2304179550,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,60
2021/03,29178.8,1954.0,7496.37,1203.28,189.08,9433,011,ＫＤＤＩ,7822689572250,3,2304179550,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,60
2021/04,28812.63,1898.24,7453.8,1201.77,185.37,9433,011,ＫＤＤＩ,7617617592300,3,2304179550,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,60
2021/05,28860.08,1922.98,7458.27,1150.06,182.74,9433,011,ＫＤＤＩ,8564635387350,3,2304179550,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,60
2021/06,28791.53,1943.57,7675.6,1207.46,187.63,9433,011,ＫＤＤＩ,7983982140750,3,2304179550,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,60
2021/07,27283.59,1901.08,7678.15,1085.34,185.39,9433,011,ＫＤＤＩ,7677526260600,3,2304179550,1,1,1,,,,20150331,3,,0,0,,,0,0,,,,0,0,,,,0,0,,,60
2016/01,17518.3,1432.07,4482.16,831.34,108.93,9434,,ソフトバンク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/02,16026.76,1297.85,4216.15,838.67,103.37,9434,,ソフトバンク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/03,16758.67,1347.2,4381.42,1020.8,110.02,9434,,ソフトバンク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/04,16666.05,1340.55,4292.72,1131.56,108.86,9434,,ソフトバンク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/05,17234.98,1379.8,4393.47,1144.64,113.88,9434,,ソフトバンク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/06,15575.92,1245.82,4136.33,1009.48,109.32,9434,,ソフトバンク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/07,16569.27,1322.74,4259.21,920.4,112.23,9434,,ソフトバンク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/08,16887.4,1329.54,4377.05,903.91,110.87,9434,,ソフトバンク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/09,16449.84,1322.78,4426.12,948.17,113.4,9434,,ソフトバンク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/10,17425.02,1393.02,4665.76,936.23,116.95,9434,,ソフトバンク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/11,18308.48,1469.43,4842.05,922.48,119.87,9434,,ソフトバンク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,19114.37,1518.61,5229.9,942.68,122.71,9434,,ソフトバンク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/01,19041.34,1521.67,5428.37,993.84,127.72,9434,,ソフトバンク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/02,19118.99,1535.32,5675.34,1059.31,132.48,9434,,ソフトバンク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/03,18909.26,1512.6,5996.16,1070.89,133.41,9434,,ソフトバンク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/04,19196.74,1531.8,5753.31,1030.46,131.63,9434,,ソフトバンク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/05,19650.57,1568.37,5960.52,1104.81,140.42,9434,,ソフトバンク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/06,20033.43,1611.9,6141.51,1181.74,145.12,9434,,ソフトバンク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
